AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,lat,lng
51,1,36,0,51,44.7444,44.2031
41,1,5,1,41,-5.29,-44.49
41,1,5,1,41,-11.2958,-41.9869
66,1,39,2,66,37.1667,15.1833
34,1,34,0,20,53.0167,20.8833
54,1,14,11,54,16.1005,-88.8074
54,1,14,11,54,26.8941,-82.0513
64,1,29,7,64,51.0761,4.2803
54,1,41,1,54,44.05,43.0667
68,2,68,1,58,21.95,108.6167
41,1,24,6,41,52.3833,6.2667
59,1,30,4,59,50.3892,3.4858
55,1,47,0,55,37.3833,14.7
72,1,4,23,72,33.5722,-112.0892
28,1,28,2,28,52.0667,21.0167
154,5,0,13,154,-22.5128,-44.0008
67,1,16,2,67,9.7919,-74.7872
62,1,37,1,62,43.9333,23.0833
31,1,31,0,17,56.45,60.1833
56,1,35,0,56,46.9061,6.3547
77,2,22,15,77,42.6493,-83.2878
77,2,22,15,77,40.8894,-88.6409
44,1,15,0,44,-0.0206,109.3414
30,1,9,2,30,-22.7558,-51.3789
30,1,30,1,15,61.4833,21.8
79,3,18,5,79,-33.9581,25.6
34,1,19,7,34,29.9765,-93.9459
51,1,20,5,51,51.5906,-3.7986
77,1,34,0,77,34.1754,-103.3565
61,1,32,3,61,47.7213,-116.9384
32,1,7,2,32,-22.2281,-45.9336
29,0,29,0,25,44.55,135.5833
247,3,162,1,247,26.17,85.9
45,1,32,7,45,39.7805,-84.2003
45,1,32,7,45,39.2592,-119.5653
45,1,32,7,45,30.0315,-94.9158
36,1,25,3,36,50.9833,3.5333
124,2,15,5,124,18.55,-72.3
72,1,26,2,72,32.2631,-107.7525
55,0,32,1,55,33.2175,-97.1418
55,0,32,1,55,53.4554,-2.1122
31,0,31,0,25,30.395,-86.4701
60,1,31,1,60,12.127,78.158
30,1,17,0,30,8.5872,123.3408
44,1,34,0,44,56.6167,23.2667
47,1,37,4,47,42.9004,-85.7564
37,0,32,2,37,51.7667,5.7333
44,1,14,8,44,31.8393,-111.0009
44,1,14,8,44,39.3414,-77.24
58,2,14,24,58,42.9371,-88.0018
89,3,3,6,89,4.0833,-74.9167
52,2,38,7,52,42.2,14.2167
51,1,25,6,51,51.2365,-0.5703
38,1,38,0,13,48.05,39.9167
88,2,11,20,88,38.7931,-90.3899
54,1,31,3,54,49.5053,8.6033
44,1,28,3,44,51.3167,6.9667
51,1,26,6,51,51.7526,-0.4692
67,2,15,23,67,40.7637,-73.5245
49,1,25,3,49,50.7422,8.2039
203,5,203,5,151,30.25,120.1675
35,0,32,0,35,54.7972,9.3764
90,1,25,2,90,40.7431,-74.1531
90,1,25,2,90,41.0236,-73.7193
90,1,25,2,90,36.2438,-93.1198
90,1,25,2,90,39.2584,-84.7868
90,1,25,2,90,44.1935,-88.2941
90,1,25,2,90,40.6374,-79.7173
36,0,34,1,36,52.2167,7.9167
48,1,28,4,48,50.6092,2.9869
41,1,28,10,41,51.019,-3.1
41,1,28,10,41,41.9036,-71.0943
19,0,19,1,17,-37.6833,176.1667
47,1,47,1,36,41.25,14.0667
155,3,82,1,155,18.6057,84.2355
46,1,9,1,46,-22.5328,-52.1678
64,1,15,2,64,20.8794,-103.8356
44,1,44,1,38,42.6589,13.7039
142,4,113,9,142,39.1467,117.2056
54,1,20,0,54,10.7167,123.5167
60,1,44,3,60,35.7996,139.4686
166,4,8,19,166,19.2925,-99.6569
27,0,23,1,27,-7.7764,-34.8919
23,1,7,1,23,-15.66,-40.0658
31,1,13,0,31,-18.4167,-49.2167
90,2,22,9,90,13.7333,-89.6667
51,1,38,0,51,42.5633,47.8636
170,1,38,0,170,23.1667,79.9333
22,0,9,1,22,-13.5308,-39.9708
47,1,27,2,47,51.9667,17.5
59,1,32,0,59,8.65,124.75
133,4,23,3,133,7.84,4.486
29,1,29,1,7,61.1833,28.7667
73,2,2,8,73,-26.8978,-49.2319
50,0,24,0,50,14.2,120.8833
25,0,9,1,25,-14.1628,-40.0058
90,3,18,2,90,7.9667,3.6
81,2,26,3,81,18.0292,-95.5264
29,0,20,1,29,-3.9689,-38.5278
44,1,16,1,44,-21.0108,-40.8339
65,1,12,0,65,4.4081,32.575
53,1,28,10,53,40.2237,-74.7641
53,1,28,10,53,42.1394,-83.1929
53,1,28,10,53,39.4792,-84.462
56,0,23,0,56,18.3599,-66.0096
57,1,26,3,57,53.2667,-7.5
62,0,35,0,62,39.1064,39.5472
49,1,27,4,49,44.1565,-87.5824
34,1,34,0,32,55.8667,72.2
163,2,92,0,163,23.5247,80.8372
126,4,3,36,126,33.9209,-118.2356
126,4,3,36,126,41.7641,-87.9454
63,2,9,22,63,42.0771,-87.7282
53,2,27,10,53,38.9395,-77.2842
86,2,38,10,86,42.132,-83.2374
112,2,44,4,112,30.1697,121.2665
155,3,155,2,151,33.3936,120.1339
121,4,24,0,121,0.7675,24.4414
69,2,48,0,69,42.9044,129.5067
47,1,34,3,47,42.8901,-97.3927
69,1,34,4,69,50.9667,7.8667
64,1,32,6,64,51,3.8833
20,1,20,1,10,60.7029,-135.0691
38,1,30,3,38,52.9779,-6.033
59,1,27,3,59,47.4667,9.05
67,1,30,5,67,52.9,8.4333
75,2,13,16,75,41.2399,-77.037
60,2,18,21,60,42.4239,-88.1844
36,1,36,0,25,55.8333,12.0666
41,1,30,8,41,38.7601,-76.9642
44,1,28,2,44,51.3484,9.5256
29,1,26,1,29,43.342,142.3832
168,3,168,5,99,27.9814,116.3577
168,3,168,5,99,26.0769,119.2917
25,1,25,3,23,55.6194,-2.8033
41,1,26,4,41,50.9831,6
36,0,33,1,36,52.4183,9.5981
59,2,12,0,59,9.3,13.4
35,0,33,2,35,51.7,4.8586
29,0,29,0,13,-28.7744,114.6089
51,1,29,3,51,49.2167,8.3667
103,4,9,6,103,4.305,-74.8017
35,1,30,4,35,53.4758,-2.5943
27,0,27,2,21,41.15,-8.5333
27,0,27,2,21,42.1111,-8.7611
307,1,45,0,307,24.3785,81.2964
61,2,26,16,61,42.064,-88.1468
42,1,42,2,37,35.6526,-78.8399
42,1,42,2,37,34.1681,-84.4847
42,0,32,1,42,51.8297,9.4483
102,1,23,0,102,8.15,39.35
64,1,53,1,64,39.3167,8.5333
45,1,45,0,38,33.65,130.6833
69,1,69,1,60,37.4363,137.2605
50,1,41,1,50,46.255,20.145
125,2,125,1,82,34.6919,50.0131
41,1,25,1,41,14.1,120.9333
52,1,34,3,52,35.3328,137.1316
47,1,47,1,44,36.7192,140.7167
36,1,36,3,34,34.7914,133.6164
37,1,19,0,37,8.4488,125.7869
46,1,27,1,46,56.7333,37.5333
64,1,18,12,64,25.7556,-80.4016
92,2,52,8,92,32.8536,35.1978
35,1,20,0,35,6.6167,124.75
88,2,53,1,88,-7.215,107.8856
45,0,45,0,43,38.5022,42.2814
58,1,24,7,58,50.9452,-2.637
143,2,35,5,143,38.7299,112.7134
187,2,36,8,187,35.0304,110.998
58,1,29,6,58,50.8833,4.4667
65,1,27,8,65,50.9722,4.4222
73,2,66,0,73,37.7527,114.7775
98,3,33,9,98,22.5333,113.35
98,3,33,9,98,34.943,105.8771
156,4,45,10,156,29.7169,120.2314
163,4,8,18,163,19.2833,-99.7333
35,1,35,0,21,51.1667,82.2
69,1,37,4,69,45.4,8.9167
105,4,15,4,105,5.3167,-4.0333
64,2,37,8,64,34.0566,-84.6716
54,1,32,5,54,39.0017,-76.9649
80,1,18,10,80,33.2198,-86.8225
50,1,36,1,50,43.0333,44.2333
35,1,25,3,35,50.8761,5.3078
55,1,27,0,55,48.55,-71.65
55,1,27,0,55,43.3799,-84.6556
28,0,28,0,13,-10.3167,150.4333
26,0,26,0,20,-25.1764,46.0833
107,2,107,5,86,36.3619,119.1072
22,0,22,0,20,-14.8833,50.25
76,3,7,25,76,37.9787,-121.796
76,3,7,25,76,42.4742,-88.0721
104,2,14,1,104,5.2789,-0.7397
28,1,28,1,15,51.9333,43.5
28,1,28,1,19,56.1,49.8833
39,1,29,1,39,40.2975,44.3617
104,3,5,10,104,14.175,-89.7417
57,1,40,3,57,42.5833,13.9833
29,1,29,2,20,55.458,-4.629
29,1,29,2,20,-19.5744,147.4066
34,0,34,1,26,52.2167,5.2833
32,0,30,1,32,51.1081,10.6467
500,1,38,1,466,29.9928,73.2536
52,0,28,0,52,16.073,102.7362
27,0,23,0,27,17.5965,120.6179
38,0,28,2,38,53.7167,10.2667
56,1,23,6,56,36.7365,-95.9456
117,1,117,1,78,34.62,71.97
92,2,57,1,92,4.4667,101.05
124,2,32,7,124,45.2981,10.475
68,2,68,6,57,38.9,16.6
68,1,26,0,68,11.7833,124.8833
39,1,4,2,39,0.0439,-78.1561
38,1,36,5,38,44.2,12.3944
17,0,17,1,17,-34.6333,-60.4667
21,0,4,0,21,-6.2167,-77.85
151,3,119,1,151,41.5757,120.4486
38,1,38,0,35,54.2333,83.3667
49,1,40,0,49,44.2222,42.0575
72,2,4,5,72,17.55,-99.5
73,1,32,2,73,38.8597,-104.6995
46,1,2,0,46,-4.085,-63.1408
35,1,12,9,35,55.8625,-4.0266
24,0,24,1,16,51.851,-8.2967
45,1,14,2,45,-19.5389,-40.6308
65,1,12,6,65,18.8833,-71.7
112,1,34,4,112,45.8103,9.0861
19,0,19,0,11,-11.8139,-37.6108
31,0,31,2,22,54.85,-1.83
152,4,4,19,152,26.0463,-80.2862
31,1,21,1,31,31.1192,-97.914
13,1,12,0,13,-27.4833,-58.8167
103,2,28,9,103,44.7167,11.15
52,1,35,0,52,38.9558,45.6308
30,0,30,2,13,43.2883,-8.3894
73,0,25,0,73,15.1773,73.9939
42,1,2,4,42,-18.7558,-44.4308
35,0,35,0,30,53.8611,8.6944
46,1,25,5,46,26.5392,-81.8999
63,2,13,0,63,10.656,-12.272
39,1,26,1,39,47.025,4.8397
56,1,18,6,56,52.135,-0.47
56,1,18,6,56,32.8464,-97.135
56,1,18,6,56,42.9406,-71.5302
56,1,18,6,56,41.225,-73.6673
56,1,18,6,56,42.4969,-71.2783
56,1,18,6,56,38.8602,-86.4895
56,1,18,6,56,41.3919,-81.536
105,2,13,2,105,6.3833,-0.3833
93,2,90,1,93,41.802,120.7621
45,0,22,0,45,-3.0508,-40.1678
54,1,8,1,54,-22.7322,-64.3425
36,0,29,2,36,51.8,11.7333
50,1,35,5,50,41.0555,-76.2492
153,1,34,0,153,22.68,75.62
48,1,36,5,48,42.5681,-70.8627
24,0,24,0,24,57.7667,36.7
179,3,179,2,166,32.2656,72.8994
151,1,26,1,151,19.2967,73.0631
92,2,45,0,92,3.5986,98.4803
48,1,39,1,48,43.6825,43.5339
104,1,16,2,104,10.8,-74.9167
51,1,27,1,51,14.5167,121.2667
51,1,27,1,51,13.6667,124.3667
38,0,20,0,38,15.8647,100.5858
41,1,27,5,41,52.2667,4.5
47,1,46,2,47,42.13,-71.6547
29,0,29,3,18,52.6286,1.2928
29,0,29,3,18,41.5495,-72.0882
29,0,29,3,18,42.9833,-80.6
37,1,32,3,37,51.4733,5.5467
61,2,2,9,61,-38.7433,-72.95
46,1,17,2,46,30.4167,-107.9167
79,2,13,27,79,41.7139,-87.7528
53,1,24,9,53,44.9876,-92.9641
53,1,24,9,53,37.7618,-120.8468
39,1,38,2,39,35.25,139.15
42,1,41,0,42,41.1169,20.8019
47,1,36,0,47,54.0333,22.5
32,1,27,4,32,51.7167,7.3833
25,0,6,1,25,-11.3669,-38.3328
73,2,26,7,73,40.2981,-111.6994
52,1,22,11,52,37.8808,-122.179
94,3,9,11,94,14.8693,-91.6211
80,2,22,1,80,7.85,3.933
48,1,45,0,48,36.7167,15.1
156,1,33,0,156,22.23,73.08
27,0,27,0,10,-5.0911,-81.1064
55,1,20,0,55,11.1583,124.9917
76,3,32,2,76,42.9392,126.0561
36,1,2,0,36,-2.9958,-47.3528
41,1,18,1,41,-10.6744,-77.8186
56,1,44,4,56,39.3832,-76.5519
58,1,43,5,58,29.6575,-95.1498
58,1,43,5,58,34.1597,-118.139
58,1,43,5,58,39.1552,-76.5537
45,1,32,7,45,40.011,-82.7155
50,1,41,0,50,52.3,76.95
46,1,46,2,31,40.9,-73.8063
46,1,46,2,31,33.3114,-86.7573
46,1,46,2,31,43.0333,-79.3333
46,1,46,2,31,42.7335,-71.324
77,3,7,8,77,19.562,-97.242
63,1,33,1,63,45.25,19.8667
59,1,27,0,59,7.5,100
35,0,17,0,35,13.1119,99.9458
444,2,111,1,391,31.03,75.78
60,2,60,3,55,31.4044,30.4164
48,1,48,0,12,39.5667,16.6333
32,1,32,0,26,47.2333,39.7
32,1,32,0,26,57.1833,39.4167
56,0,32,1,56,53.566,-2.121
32,1,32,1,30,50.7169,11.3275
29,0,29,2,29,50.9516,14.5571
28,0,19,0,28,-11.0167,33.8667
18,0,8,0,18,-12.2839,-40.4939
40,1,40,2,34,34.5167,135.85
58,0,32,1,58,53.483,-2.2931
30,0,16,1,30,-12.9747,-38.4767
30,0,16,1,30,20.2094,-75.2231
36,1,36,0,30,41.2903,36.3336
49,1,30,0,49,-3.4328,104.2356
32,1,14,1,32,-22.1256,-51.3889
28,1,22,4,28,30.7735,-88.1301
21,1,21,1,13,53.9169,-122.7494
30,1,1,0,30,-8.3833,-74.55
32,1,30,1,32,38.6833,-4.1167
80,1,62,4,80,31.6061,34.7717
182,14,1,23,182,-32.8667,-71.25
356,1,60,0,284,24.82,84.65
62,1,44,5,62,40.6077,-74.2807
226,1,48,1,226,24.955,90.3573
226,1,48,1,226,25.55,82.1
16,0,12,0,16,15.083,-23.632
16,0,12,0,16,-7.0769,-41.4669
30,1,27,2,30,49.2,7.6
55,2,26,12,55,40.5024,-79.7495
46,1,46,0,14,40.2,16.6667
48,1,16,0,48,8.7667,-12.7875
43,1,43,2,39,41.695,-73.9211
52,1,44,4,52,39.3723,-76.8024
36,0,16,0,36,9.9619,98.6389
39,0,39,0,23,52.6,12.3333
58,1,25,9,58,55.7622,37.8567
56,1,21,6,56,32.9716,-96.7093
76,2,15,17,76,37.5295,-77.4756
76,2,15,17,76,49.1667,-123.1333
76,2,15,17,76,37.9477,-122.3389
76,2,15,17,76,-41.3333,173.1833
76,2,15,17,76,39.8318,-84.8905
76,2,15,17,76,37.7307,-84.2925
76,2,15,17,76,51.456,-0.301
76,2,15,17,76,29.5824,-95.7563
76,2,15,17,76,-33.5983,150.7511
76,2,15,17,76,-20.7305,143.1425
25,1,3,0,25,-6.05,-77.1417
40,1,30,1,40,45.8936,3.1125
47,1,47,2,27,41.7833,12.7667
42,1,31,1,42,44.3506,2.575
50,1,23,0,50,12.55,122.28
62,1,18,13,62,37.6862,-122.4685
25,0,9,1,25,-9.3858,-37.9958
34,1,34,0,10,54.15,33.2833
46,1,29,0,46,38.3886,35.4925
39,1,39,0,12,47.3907,35.0027
101,3,18,2,101,6.8167,1.7833
60,1,22,3,60,35.8613,-101.9642
93,1,24,5,93,36.0465,-89.3777
28,1,28,8,25,40.2913,-74.0558
39,1,22,1,39,29.2,-96.2723
44,1,27,10,44,39.2774,-76.8345
42,1,42,0,12,35.4492,137.4128
62,1,32,4,62,45.7,9.2167
35,1,22,6,35,56.198,-3.178
27,1,25,3,27,53.443,-1.949
19,0,18,0,19,-22.4333,18.9667
175,1,51,1,175,24.782,85.6943
33,1,33,1,28,39.52,-0.4114
37,1,3,3,37,-18.0128,-49.3569
30,0,30,2,27,51.5167,5.0667
61,1,10,16,61,25.9129,-80.2013
68,1,39,1,68,40.8667,20.1833
57,2,21,11,57,41.7374,-86.1348
29,1,29,2,27,42.4333,-123.3317
30,1,30,3,25,48.8381,-1.5869
35,1,22,1,35,25.5744,-108.4706
37,1,21,4,37,51.9533,14.7167
76,3,8,1,76,9.9342,13.9486
90,3,46,3,90,25.2819,110.2864
34,1,26,9,34,48.4336,-4.4008
65,1,30,1,65,30.4255,-86.6222
29,0,28,2,29,49.0981,2.5067
37,1,27,8,37,33.6073,-111.7398
72,1,29,3,72,38.6886,-104.6829
169,7,0,21,169,-23.2817,-46.7425
36,1,25,3,36,50.9119,13.3428
46,1,37,2,46,38.926,-78.1838
29,0,29,2,26,48.8039,8.3194
77,1,43,6,77,31.7886,34.7053
53,1,38,2,53,37.0667,14.25
30,0,25,3,30,51.7,5.9667
31,0,30,1,31,52.4,12.1667
27,0,19,0,27,6.8058,-58.1508
27,0,19,0,27,-7.9286,-14.4119
27,0,19,0,27,30.666,-97.6966
27,0,19,0,27,38.2247,-84.5487
27,0,19,0,27,31.9849,-81.226
27,0,19,0,27,-18.3,143.55
30,0,28,2,30,50.8806,12.0833
25,0,24,2,25,29.0516,-95.4521
57,2,22,14,57,30.1356,-81.7674
57,2,22,14,57,32.856,-116.904
57,2,22,14,57,37.6132,-77.4768
66,1,28,1,66,13.9297,100.7375
33,0,33,1,26,52.1333,5.4333
37,1,12,13,37,50.8747,0.0117
50,1,20,0,50,8.633,126.0932
46,1,26,2,46,44.92,-0.24
49,1,24,2,49,49.7012,17.0762
31,0,31,2,31,51.1,3.9833
34,0,29,3,34,51,4.3
176,2,21,3,176,15.6167,-16.2167
35,1,20,3,35,51.4,16.2
32,1,32,1,28,51.25,22.5667
32,1,29,0,32,13.9333,121.6167
32,1,29,0,32,37.4,-4.4833
32,1,29,0,32,10.8833,122.6
32,1,29,0,32,-6.9,-34.8689
117,4,14,7,117,-29.8167,27.25
56,1,25,2,56,33.2775,-93.2261
171,1,36,0,171,24.262,80.761
53,1,18,14,53,28.6295,-81.3718
53,1,18,14,53,-32.7167,151.55
40,1,26,3,40,48.8169,2.2944
34,1,18,1,34,11.8667,3.3833
69,1,22,6,69,45.8,8.8833
74,2,23,1,74,-7.2947,27.4545
118,1,17,4,118,10.6333,-71.6333
30,0,30,1,25,51.3667,7.4833
35,0,28,2,35,50.7836,3.1256
34,0,28,2,34,53.55,10
34,0,28,2,34,42.7394,-78.8581
73,2,35,8,73,32.9302,-80.0027
40,1,40,1,24,41.9333,25.9
500,1,43,0,443,29.613,73.1409
28,0,27,2,28,51.3992,7.1858
52,1,27,12,52,40.8211,-73.2109
70,2,20,20,70,37.6328,-122.0766
33,0,33,0,5,61.2,26.0333
59,1,59,1,23,34.8847,136.9934
30,0,30,1,24,49.5903,8.6564
169,4,169,3,150,26.8968,112.5857
61,1,27,11,61,40.7452,-74.0281
61,1,27,11,61,51.1667,4.3667
58,0,21,0,58,5.3514,48.5256
18,0,18,0,6,-9.4319,159.9556
20,0,20,0,20,-23.3442,-57.0436
31,0,31,0,30,40.5,44.7667
138,3,138,2,112,24.8167,120.9833
39,1,19,1,39,-11.1,-77.6
44,0,17,0,44,-18.3647,26.5
74,1,74,1,35,35.4981,140.1154
95,0,22,0,95,17.7189,73.3969
40,1,30,8,40,55.8892,37.445
75,1,37,1,75,48.5078,26.486
64,1,41,0,64,36.7167,37.1167
40,0,21,1,40,31.0753,-97.7297
59,1,30,3,59,48.3042,16.3167
48,1,48,0,35,44.0414,16.1986
104,0,22,0,104,-4.35,152.2736
30,1,30,0,10,22.43,87.87
30,1,30,0,10,68.8833,33.0833
39,1,39,0,20,47.6333,43.15
59,2,6,0,59,8.91,17.55
29,1,28,0,29,60.4167,57.1
34,1,34,1,24,46.5331,48.3456
34,1,34,1,24,53.3239,69.2525
36,1,26,2,36,50.2411,11.3281
30,0,30,1,27,50.1833,8.5
48,1,33,1,48,55.4167,42.5333
33,1,33,0,9,42.9833,144.3833
33,1,33,0,9,42.9961,144.4661
37,1,8,3,37,20.2833,-102.5667
60,1,30,6,60,43.1497,6.0742
55,2,5,4,55,15.05,-88.7333
58,2,14,19,58,32.711,-117.0027
41,0,28,2,41,52.2667,10.1833
31,1,15,1,31,-28.24,-48.67
24,1,8,0,24,-25.23,-50.6044
78,1,78,3,51,35.6379,139.5046
43,1,43,0,30,39.7167,2.9167
150,1,30,0,150,22.7167,75.8472
31,1,31,2,25,57.28,-2.38
116,2,116,0,64,24.3406,124.1556
36,1,17,3,36,15.3392,120.9069
95,2,9,9,95,19.9519,-99.5328
95,2,9,9,95,19.6113,-96.9224
